deck_list,players
"<input name=""c"" type=""hidden"" value=""10 Forest||6 Swamp||3 Cauldron Familiar||4 Murderous Rider||4 Gilded Goose||1 Once and Future||4 Trail of Crumbs||2 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||3 Fabled Passage||3 Lovestruck Beast||2 Ritual of Soot||2 Vraska, Golgari Queen||3 Shifting Ceratops||4 Overgrown Tomb||2 Thrashing Brontodon||3 Drill Bit||3 Massacre Girl||4 Paradise Druid||2 Return to Nature||4 Casualties of War||""/>","<a class=""player"" href=""search?player=Kat+Light"">Kat Light</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Mountain||2 Swamp||4 Blood Crypt||4 Cauldron Familiar||2 Epic Downfall||2 Murderous Rider||2 Beanstalk Giant||4 Gilded Goose||4 Trail of Crumbs||1 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||3 Fabled Passage||3 Korvold, Fae-Cursed King||4 Stomping Ground||2 Legion's End||2 Noxious Grasp||2 Shifting Ceratops||4 Overgrown Tomb||3 Thrashing Brontodon||3 Duress||3 Massacre Girl||2 Paradise Druid||3 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Conanhawk"">Conanhawk</a>"
"<input name=""c"" type=""hidden"" value=""1 Planar Cleansing||7 Island||5 Plains||4 Hallowed Fountain||3 Brazen Borrower||3 Gadwick, the Wizened||4 Mystical Dispute||2 Castle Ardenvale||2 Castle Vantress||1 Fabled Passage||3 Chemister's Insight||4 Absorb||4 Tranquil Cove||2 Apostle of Purifying Light||2 Devout Decree||4 Aether Gust||1 Agent of Treachery||2 Essence Capture||1 Mass Manipulation||2 Deputy of Detention||1 Finale of Glory||3 Prison Realm||1 Finale of Revelation||3 Dovin's Veto||4 Teferi, Time Raveler||4 Time Wipe||2 Blast Zone||""/>","<a class=""player"" href=""search?player=Ryan+Tobin"">Ryan Tobin</a>"
"<input name=""c"" type=""hidden"" value=""1 Island||1 Plains||2 Swamp||4 Temple of Enlightenment||4 Hallowed Fountain||4 Mystical Dispute||2 Thief of Sanity||4 Thought Erasure||3 Leyline of the Void||2 Mortify||4 Godless Shrine||4 Watery Grave||4 Hero of Precinct One||4 Kaya's Wrath||4 Temple of Deceit||2 Temple of Silence||2 Duress||2 Despark||2 Dovin's Veto||3 Oath of Kaya||4 Teferi, Time Raveler||4 Tyrant's Scorn||""/>","<a class=""player"" href=""search?player=Kevslinger"">Kevslinger</a>"
"<input name=""c"" type=""hidden"" value=""4 Forest||2 Island||1 Swamp||4 Breeding Pool||4 Epic Downfall||4 Fabled Passage||4 Lovestruck Beast||4 Thought Erasure||4 Cavalier of Thorns||3 Negate||4 Overgrown Tomb||4 Watery Grave||4 Growth Spiral||3 Hydroid Krasis||4 Temple of Mystery||1 Jace, Wielder of Mysteries||4 Paradise Druid||3 Casualties of War||2 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Chayajom"">Chayajom</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||7 Island||4 Breeding Pool||2 Brazen Borrower||2 Frogify||4 Mystical Dispute||2 Castle Vantress||2 Fabled Passage||4 Lovestruck Beast||2 Sinister Sabotage||4 Aether Gust||4 Cavalier of Thorns||4 Nightpack Ambusher||3 Quench||4 Growth Spiral||4 Frilled Mystic||3 Hydroid Krasis||4 Temple of Mystery||4 Nissa, Who Shakes the World||3 Paradise Druid||2 Return to Nature||""/>","<a class=""player"" href=""search?player=CLYDE+THE+GLIDE+DREXLER"">CLYDE THE GLIDE DREXLER</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||3 Island||2 Swamp||4 Breeding Pool||3 Mystical Dispute||2 Epic Downfall||3 Gilded Goose||3 Circuitous Route||1 Assassin's Trophy||2 Temple of Malady||4 Noxious Grasp||4 Cavalier of Thorns||3 Shifting Ceratops||2 Voracious Hydra||4 Overgrown Tomb||4 Watery Grave||4 Growth Spiral||4 Hydroid Krasis||1 Temple of Mystery||2 Duress||4 Arboreal Grazer||4 Nissa, Who Shakes the World||4 Casualties of War||""/>","<a class=""player"" href=""search?player=VTCLA"">VTCLA</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||18 Mountain||4 Bonecrusher Giant||2 Claim the Firstborn||1 Redcap Melee||4 Rimrock Knight||2 Slaying Fire||4 Castle Embereth||3 Embereth Shieldbreaker||4 Fervent Champion||3 Torbran, Thane of Red Fell||3 Experimental Frenzy||2 Lava Coil||4 Runaway Steam-Kin||1 Chandra's Pyrohelix||1 Chandra, Acolyte of Flame||1 Fry||4 Scorch Spitter||4 Light Up the Stage||4 Footlight Fiend||2 Tibalt, Rakish Instigator||""/>","<a class=""player"" href=""search?player=Antti+Malin"">Antti Malin</a>"
"<input name=""c"" type=""hidden"" value=""2 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||2 Brazen Borrower||4 Mystical Dispute||3 Bonecrusher Giant||4 Fires of Invention||3 Castle Vantress||3 Fabled Passage||3 Kenrith, the Returned King||4 Deafening Clarion||2 Justice Strike||4 Steam Vents||3 Temple of Epiphany||2 Devout Decree||2 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||2 Sacred Foundry||4 Tithe Taker||4 Sphinx of Foresight||3 Temple of Triumph||4 Teferi, Time Raveler||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=IsaakKrut"">IsaakKrut</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||6 Island||4 Breeding Pool||2 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||2 Lovestruck Beast||2 Quasiduplicate||2 Aether Gust||2 Agent of Treachery||4 Cavalier of Thorns||4 Leafkin Druid||2 Shifting Ceratops||2 Voracious Hydra||4 Risen Reef||3 Negate||1 End-Raze Forerunners||4 Growth Spiral||3 Frilled Mystic||3 Hydroid Krasis||4 Temple of Mystery||2 Arboreal Grazer||2 Finale of Devastation||4 Nissa, Who Shakes the World||""/>","<a class=""player"" href=""search?player=Moodgravy"">Moodgravy</a>"
"<input name=""c"" type=""hidden"" value=""4 Planar Cleansing||8 Island||4 Plains||4 Hallowed Fountain||2 Giant Killer||4 Brazen Borrower||3 Gadwick, the Wizened||4 Mystical Dispute||2 Castle Ardenvale||3 Castle Vantress||2 Fabled Passage||2 Chemister's Insight||4 Absorb||4 Opt||4 Tranquil Cove||2 Devout Decree||2 Aether Gust||2 Mu Yanling, Sky Dancer||1 Sky Tether||2 Tithe Taker||1 Essence Capture||1 Finale of Revelation||4 Dovin's Veto||4 Teferi, Time Raveler||2 Time Wipe||""/>","<a class=""player"" href=""search?player=Yumcheuk"">Yumcheuk</a>"
"<input name=""c"" type=""hidden"" value=""4 Mountain||3 Swamp||4 Blood Crypt||4 Venerable Knight||4 Blacklance Paragon||1 Epic Downfall||1 Bonecrusher Giant||4 Embercleave||1 Weaselback Redcap||4 Inspiring Veteran||4 Tournament Grounds||4 Embereth Shieldbreaker||4 Fervent Champion||2 Venerated Loxodon||4 Godless Shrine||4 Knight of the Ebon Legion||1 Noxious Grasp||4 Rotting Regisaur||3 Unchained Berserker||4 Skyknight Vanguard||4 Sacred Foundry||2 Drill Bit||1 Judith, the Scourge Diva||3 Duress||1 Angrath, Captain of Chaos||""/>","<a class=""player"" href=""search?player=Ryan+Cubit"">Ryan Cubit</a>"
"<input name=""c"" type=""hidden"" value=""4 Forest||2 Island||2 Plains||4 Breeding Pool||4 Hallowed Fountain||4 Giant Killer||3 Shepherd of the Flock||4 Brazen Borrower||4 Edgewall Innkeeper||2 The Great Henge||2 Questing Beast||3 Fabled Passage||4 Lovestruck Beast||4 Devout Decree||2 Aether Gust||2 Negate||4 Temple Garden||3 Hydroid Krasis||2 Temple of Mystery||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Return to Nature||4 Teferi, Time Raveler||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Charlie+Finnegan"">Charlie Finnegan</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||6 Swamp||4 Cauldron Familiar||4 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||4 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||1 Garruk, Cursed Huntsman||4 Lovestruck Beast||2 Midnight Reaper||2 Vraska, Golgari Queen||2 Temple of Malady||3 Noxious Grasp||4 Overgrown Tomb||4 Duress||1 Bolas's Citadel||2 Massacre Girl||2 Bond of Flourishing||4 Paradise Druid||2 Return to Nature||""/>","<a class=""player"" href=""search?player=_Falcon_"">_Falcon_</a>"
"<input name=""c"" type=""hidden"" value=""2 Forest||2 Island||2 Swamp||4 Breeding Pool||4 Mystical Dispute||4 Fabled Passage||4 Lovestruck Beast||2 Temple of Malady||4 Aether Gust||4 Noxious Grasp||4 Cavalier of Thorns||4 Leafkin Druid||4 Shifting Ceratops||4 Risen Reef||4 Overgrown Tomb||4 Watery Grave||4 Hydroid Krasis||2 Temple of Mystery||4 Nissa, Who Shakes the World||4 Paradise Druid||4 Casualties of War||1 Crushing Canopy||""/>","<a class=""player"" href=""search?player=Littlemastercz"">Littlemastercz</a>"
"<input name=""c"" type=""hidden"" value=""16 Plains||4 Loyal Pegasus||4 Faerie Guidemother||4 Giant Killer||2 Glass Casket||4 Hushbringer||3 Heraldic Banner||4 Castle Ardenvale||4 Healer's Hawk||4 Venerated Loxodon||3 Devout Decree||4 Raise the Alarm||2 Unbreakable Formation||4 Elspeth, Sun's Nemesis||3 Gideon Blackblade||3 Gideon's Sacrifice||3 Law-Rune Enforcer||""/>","<a class=""player"" href=""search?player=ElYallo"">ElYallo</a>"
"<input name=""c"" type=""hidden"" value=""2 Forest||2 Island||2 Swamp||4 Breeding Pool||1 Gadwick, the Wizened||4 Mystical Dispute||4 Fabled Passage||2 Ritual of Soot||3 Temple of Malady||4 Aether Gust||2 Noxious Grasp||4 Voracious Hydra||4 Overgrown Tomb||4 Watery Grave||4 Growth Spiral||4 Hydroid Krasis||3 Temple of Mystery||4 Nissa, Who Shakes the World||4 Paradise Druid||4 Casualties of War||4 Deathsprout||3 Enter the God-Eternals||3 Tyrant's Scorn||""/>","<a class=""player"" href=""search?player=RandomDrooler"">RandomDrooler</a>"
"<input name=""c"" type=""hidden"" value=""2 Forest||2 Island||2 Swamp||4 Breeding Pool||4 Mystical Dispute||4 Fabled Passage||2 Ritual of Soot||3 Temple of Malady||4 Aether Gust||2 Noxious Grasp||4 Voracious Hydra||4 Overgrown Tomb||4 Watery Grave||4 Growth Spiral||4 Hydroid Krasis||3 Temple of Mystery||4 Nissa, Who Shakes the World||4 Paradise Druid||4 Casualties of War||4 Deathsprout||4 Enter the God-Eternals||3 Tyrant's Scorn||""/>","<a class=""player"" href=""search?player=ChezChelios"">ChezChelios</a>"
"<input name=""c"" type=""hidden"" value=""2 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||2 Giant Killer||3 Mystical Dispute||1 Bonecrusher Giant||4 Fires of Invention||2 Castle Vantress||2 Fabled Passage||3 Kenrith, the Returned King||4 Deafening Clarion||2 Justice Strike||4 Steam Vents||3 Temple of Epiphany||1 Devout Decree||2 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||1 Flame Sweep||4 Sacred Foundry||4 Tithe Taker||3 Shimmer of Possibility||4 Sphinx of Foresight||3 Temple of Triumph||4 Teferi, Time Raveler||1 Time Wipe||""/>","<a class=""player"" href=""search?player=Keenan+Davidson"">Keenan Davidson</a>"
"<input name=""c"" type=""hidden"" value=""9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||4 Mystical Dispute||4 Bonecrusher Giant||2 Scorching Dragonfire||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||4 Brineborn Cutthroat||3 Flame Sweep||3 Negate||3 Quench||2 Skarrgan Hellkite||2 Neheb, Dreadhorde Champion||3 Ral's Outburst||1 Blast Zone||""/>","<a class=""player"" href=""search?player=Andrew+Cuneo"">Andrew Cuneo</a>"
"<input name=""c"" type=""hidden"" value=""3 Shock||15 Mountain||3 Barge In||4 Bonecrusher Giant||4 Embercleave||4 Redcap Melee||4 Rimrock Knight||4 Castle Embereth||4 Embereth Shieldbreaker||4 Fervent Champion||4 Runaway Steam-Kin||4 Fry||4 Infuriate||4 Scorch Spitter||4 Grim Initiate||2 Krenko, Tin Street Kingpin||4 Samut's Sprint||""/>","<a class=""player"" href=""search?player=pokerswizard"">pokerswizard</a>"
"<input name=""c"" type=""hidden"" value=""9 Forest||9 Mountain||4 Bonecrusher Giant||4 Embercleave||4 Rimrock Knight||4 Edgewall Innkeeper||4 Questing Beast||2 Fabled Passage||4 Embereth Shieldbreaker||4 Lovestruck Beast||3 Pelt Collector||4 Stomping Ground||4 Shifting Ceratops||2 Thrashing Brontodon||1 Skarrgan Hellkite||2 Cindervines||3 Gruul Spellbreaker||4 Paradise Druid||4 Domri's Ambush||""/>","<a class=""player"" href=""search?player=Gotou+Hiroaki"">Gotou Hiroaki</a>"
"<input name=""c"" type=""hidden"" value=""4 Forest||1 Mountain||3 Swamp||4 Blood Crypt||4 Cauldron Familiar||2 Epic Downfall||4 Murderous Rider||4 Gilded Goose||4 Trail of Crumbs||2 Wicked Wolf||4 Witch's Oven||2 Castle Locthwain||4 Fabled Passage||4 Korvold, Fae-Cursed King||4 Status-Statue||4 Stomping Ground||2 Cavalier of Night||2 Noxious Grasp||3 Nightpack Ambusher||4 Overgrown Tomb||2 Duress||4 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Nakamura+Kouki"">Nakamura Kouki</a>"
"<input name=""c"" type=""hidden"" value=""4 Shock||16 Mountain||4 Claim the Firstborn||4 Embercleave||1 Redcap Melee||4 Robber of the Rich||4 Castle Embereth||4 Fervent Champion||3 Lava Coil||4 Legion Warboss||4 Runaway Steam-Kin||3 Infuriate||4 Reckless Air Strike||4 Scorch Spitter||4 Unchained Berserker||4 Light Up the Stage||4 Tin Street Dodger||""/>","<a class=""player"" href=""search?player=AliEnWaRe_"">AliEnWaRe_</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Mountain||2 Swamp||4 Blood Crypt||4 Cauldron Familiar||1 Epic Downfall||3 Murderous Rider||3 Beanstalk Giant||4 Gilded Goose||4 Trail of Crumbs||2 Wicked Wolf||4 Witch's Oven||1 Castle Locthwain||4 Fabled Passage||3 Lovestruck Beast||3 Korvold, Fae-Cursed King||1 Vraska, Golgari Queen||4 Stomping Ground||3 Noxious Grasp||4 Overgrown Tomb||2 Thrashing Brontodon||3 Duress||3 Massacre Girl||3 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Noble+Solana+Walkinshaw"">Noble Solana Walkinshaw</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||4 Brazen Borrower||4 Gadwick, the Wizened||3 Mystical Dispute||4 Bonecrusher Giant||1 Embercleave||1 Scorching Dragonfire||2 The Royal Scions||2 Castle Vantress||2 Fabled Passage||3 Lava Coil||4 Ionize||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||4 Brineborn Cutthroat||2 Chandra, Awakened Inferno||1 Flame Sweep||3 Negate||3 Quench||3 Ral's Outburst||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Vincent+Reiter"">Vincent Reiter</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||1 Island||4 Mountain||4 Breeding Pool||2 Brazen Borrower||4 Bonecrusher Giant||3 Embercleave||4 Rimrock Knight||4 Edgewall Innkeeper||1 The Great Henge||3 Questing Beast||2 Escape to the Wilds||4 The Royal Scions||2 Fabled Passage||3 Embereth Shieldbreaker||4 Lovestruck Beast||3 Steam Vents||4 Stomping Ground||3 Disdainful Stroke||3 Shifting Ceratops||2 Skarrgan Hellkite||2 Cindervines||2 Chandra, Fire Artisan||4 Domri's Ambush||""/>","<a class=""player"" href=""search?player=Honda+Rintarou"">Honda Rintarou</a>"
"<input name=""c"" type=""hidden"" value=""6 Mountain||9 Swamp||4 Blood Crypt||4 Blacklance Paragon||2 Epic Downfall||2 Murderous Rider||2 Bonecrusher Giant||4 Embercleave||4 Stormfist Crusader||1 Castle Locthwain||4 Tournament Grounds||3 Embereth Shieldbreaker||4 Fervent Champion||2 Cavalier of Night||4 Knight of the Ebon Legion||2 Legion's End||2 Noxious Grasp||4 Rotting Regisaur||4 Drill Bit||4 Gutterbones||2 Spawn of Mayhem||1 Massacre Girl||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Lin+Shun+Tan"">Lin Shun Tan</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||6 Plains||4 Faerie Guidemother||4 Giant Killer||4 Glass Casket||4 Shepherd of the Flock||4 Edgewall Innkeeper||2 The Great Henge||2 Castle Ardenvale||2 Fabled Passage||4 Lovestruck Beast||4 Conclave Tribunal||4 Venerated Loxodon||4 Pelt Collector||4 Knight of Autumn||1 Cryptic Caves||4 Temple Garden||2 Gideon Blackblade||2 God-Eternal Oketra||2 Vivien, Champion of the Wilds||4 Huatli's Raptor||""/>","<a class=""player"" href=""search?player=Mesklatebrother"">Mesklatebrother</a>"
"<input name=""c"" type=""hidden"" value=""10 Forest||5 Island||4 Breeding Pool||4 Mystical Dispute||2 Castle Garenbrig||2 Castle Vantress||1 Fabled Passage||2 Lovestruck Beast||4 Aether Gust||1 Agent of Treachery||3 Cavalier of Thorns||2 Mass Manipulation||3 Growth Spiral||4 Hydroid Krasis||4 Temple of Mystery||4 Arboreal Grazer||4 Nissa, Who Shakes the World||2 Paradise Druid||3 Return to Nature||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Woo+Su+Han"">Woo Su Han</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||7 Island||4 Breeding Pool||3 Brazen Borrower||2 Frogify||3 Mystical Dispute||2 Castle Vantress||1 Fabled Passage||4 Lovestruck Beast||2 Chemister's Insight||3 Sinister Sabotage||2 Opt||4 Aether Gust||4 Nightpack Ambusher||2 Quench||4 Growth Spiral||3 Frilled Mystic||2 Hydroid Krasis||4 Temple of Mystery||1 Commence the Endgame||4 Nissa, Who Shakes the World||3 Paradise Druid||2 Return to Nature||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Noah+Strasler"">Noah Strasler</a>"
"<input name=""c"" type=""hidden"" value=""6 Mountain||9 Swamp||4 Blood Crypt||4 Blacklance Paragon||2 Epic Downfall||2 Murderous Rider||2 Bonecrusher Giant||4 Embercleave||4 Stormfist Crusader||1 Castle Locthwain||4 Tournament Grounds||3 Embereth Shieldbreaker||4 Fervent Champion||2 Cavalier of Night||4 Knight of the Ebon Legion||2 Legion's End||2 Noxious Grasp||4 Rotting Regisaur||4 Drill Bit||4 Gutterbones||2 Spawn of Mayhem||1 Massacre Girl||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=MatheusPonciano"">MatheusPonciano</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||7 Island||4 Breeding Pool||2 Brazen Borrower||4 Mystical Dispute||2 Castle Vantress||2 Fabled Passage||4 Lovestruck Beast||2 Chemister's Insight||3 Sinister Sabotage||3 Aether Gust||4 Nightpack Ambusher||2 Negate||1 Thrashing Brontodon||3 Quench||4 Growth Spiral||4 Frilled Mystic||2 Hydroid Krasis||4 Temple of Mystery||4 Nissa, Who Shakes the World||3 Paradise Druid||1 Return to Nature||1 Crushing Canopy||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Ben+Rasmussen"">Ben Rasmussen</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||4 Island||3 Mountain||4 Breeding Pool||4 Brazen Borrower||4 Fae of Wishes||4 Bonecrusher Giant||1 Embercleave||4 Beanstalk Giant||4 Edgewall Innkeeper||2 The Great Henge||1 Once and Future||4 Escape to the Wilds||4 Lucky Clover||4 Fabled Passage||1 Embereth Shieldbreaker||4 Lovestruck Beast||4 Stomping Ground||4 Aether Gust||1 Chandra, Awakened Inferno||1 Flame Sweep||1 Pulse of Murasa||1 Mass Manipulation||1 Fling||1 Temple of Mystery||1 Return to Nature||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Vazrael"">Vazrael</a>"
"<input name=""c"" type=""hidden"" value=""3 Shock||10 Forest||8 Mountain||4 Bonecrusher Giant||4 Embercleave||4 Questing Beast||2 Fabled Passage||3 Lava Coil||3 Kraul Harpooner||4 Pelt Collector||4 Stomping Ground||3 Shifting Ceratops||3 Thrashing Brontodon||3 Skarrgan Hellkite||4 Growth-Chamber Guardian||2 Cindervines||4 Gruul Spellbreaker||3 Zhur-Taa Goblin||4 Domri's Ambush||""/>","<a class=""player"" href=""search?player=Nathaniel+Richie"">Nathaniel Richie</a>"
"<input name=""c"" type=""hidden"" value=""6 Mountain||9 Swamp||4 Blood Crypt||4 Blacklance Paragon||2 Epic Downfall||2 Murderous Rider||2 Bonecrusher Giant||4 Embercleave||4 Stormfist Crusader||1 Castle Locthwain||4 Tournament Grounds||3 Embereth Shieldbreaker||2 Rankle, Master of Pranks||4 Fervent Champion||3 Cavalier of Night||4 Knight of the Ebon Legion||2 Legion's End||2 Noxious Grasp||4 Rotting Regisaur||2 Drill Bit||4 Gutterbones||3 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Stepehen+John+Acebuque"">Stepehen John Acebuque</a>"
"<input name=""c"" type=""hidden"" value=""4 Forest||2 Island||2 Plains||4 Breeding Pool||4 Hallowed Fountain||4 Giant Killer||2 Shepherd of the Flock||3 Brazen Borrower||3 Mystical Dispute||4 Edgewall Innkeeper||1 Questing Beast||3 Fabled Passage||2 Flaxen Intruder||4 Lovestruck Beast||4 Devout Decree||3 Aether Gust||1 Voracious Hydra||1 Negate||4 Temple Garden||3 Hydroid Krasis||2 Temple of Mystery||2 God-Eternal Oketra||4 Nissa, Who Shakes the World||4 Paradise Druid||4 Teferi, Time Raveler||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=FreneticTranquility"">FreneticTranquility</a>"
"<input name=""c"" type=""hidden"" value=""1 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||4 Mystical Dispute||2 Bonecrusher Giant||4 Fires of Invention||2 Castle Vantress||3 Fabled Passage||2 Kenrith, the Returned King||1 Lava Coil||4 Deafening Clarion||3 Justice Strike||4 Steam Vents||3 Temple of Epiphany||2 Devout Decree||2 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||3 Sacred Foundry||4 Tithe Taker||3 Shimmer of Possibility||4 Sphinx of Foresight||3 Temple of Triumph||1 Solar Blaze||4 Teferi, Time Raveler||""/>","<a class=""player"" href=""search?player=Klimczur"">Klimczur</a>"
"<input name=""c"" type=""hidden"" value=""8 Mountain||8 Swamp||4 Blood Crypt||4 Blacklance Paragon||2 Epic Downfall||3 Murderous Rider||3 Bonecrusher Giant||4 Embercleave||4 Stormfist Crusader||2 Castle Locthwain||2 Tournament Grounds||2 Embereth Shieldbreaker||4 Fervent Champion||2 Midnight Reaper||2 Cavalier of Night||4 Knight of the Ebon Legion||2 Legion's End||2 Noxious Grasp||4 Rotting Regisaur||4 Drill Bit||2 Gutterbones||2 Spawn of Mayhem||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Hannuki+Yuuya"">Hannuki Yuuya</a>"
"<input name=""c"" type=""hidden"" value=""2 Disenchant||6 Mountain||6 Plains||4 Hushbringer||4 Venerable Knight||4 Worthy Knight||3 Bonecrusher Giant||2 Claim the Firstborn||1 Scorching Dragonfire||4 Inspiring Veteran||2 Castle Embereth||4 Embereth Shieldbreaker||4 Fervent Champion||2 Legion Warboss||2 Aurelia, Exemplar of Justice||4 Justice Strike||2 Tajic, Legion's Edge||4 Skyknight Vanguard||4 Sacred Foundry||4 Light Up the Stage||4 Temple of Triumph||3 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Travis+Bryant"">Travis Bryant</a>"
"<input name=""c"" type=""hidden"" value=""8 Forest||2 Island||4 Breeding Pool||3 Brazen Borrower||2 Gadwick, the Wizened||2 Epic Downfall||3 Castle Vantress||4 Lovestruck Beast||4 Circuitous Route||2 Dimir Guildgate||3 Disdainful Stroke||2 Aether Gust||1 Legion's End||4 Overgrown Tomb||4 Watery Grave||2 Incubation Druid||4 Growth Spiral||4 Hydroid Krasis||1 Finale of Eternity||2 Massacre Girl||4 Nissa, Who Shakes the World||4 Paradise Druid||1 Planewide Celebration||4 Casualties of War||1 Tamiyo, Collector of Tales||""/>","<a class=""player"" href=""search?player=Daniel+Vega"">Daniel Vega</a>"
"<input name=""c"" type=""hidden"" value=""5 Forest||1 Mountain||2 Swamp||4 Blood Crypt||4 Cauldron Familiar||3 Murderous Rider||4 Beanstalk Giant||4 Gilded Goose||4 Trail of Crumbs||2 Wicked Wolf||4 Witch's Oven||1 Castle Locthwain||4 Fabled Passage||2 Lovestruck Beast||3 Korvold, Fae-Cursed King||4 Stomping Ground||3 Noxious Grasp||4 Overgrown Tomb||2 Thrashing Brontodon||4 Duress||3 Massacre Girl||4 Casualties of War||4 Mayhem Devil||""/>","<a class=""player"" href=""search?player=Diomed"">Diomed</a>"
"<input name=""c"" type=""hidden"" value=""2 Shock||9 Island||4 Mountain||1 Grafdigger's Cage||4 Brazen Borrower||4 Gadwick, the Wizened||2 Mystical Dispute||4 Bonecrusher Giant||2 Embercleave||3 Castle Vantress||2 Fabled Passage||2 Lava Coil||4 Ionize||1 Ral, Izzet Viceroy||4 Steam Vents||4 Opt||4 Temple of Epiphany||1 Disdainful Stroke||2 Aether Gust||4 Brineborn Cutthroat||3 Flame Sweep||4 Negate||2 Quench||2 Ral's Outburst||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=jumpingjack17"">jumpingjack17</a>"
"<input name=""c"" type=""hidden"" value=""2 Forest||2 Island||2 Swamp||4 Breeding Pool||4 Mystical Dispute||4 Fabled Passage||3 Lovestruck Beast||2 Vraska, Golgari Queen||2 Temple of Malady||4 Aether Gust||4 Noxious Grasp||4 Cavalier of Thorns||4 Leafkin Druid||3 Shifting Ceratops||4 Risen Reef||4 Overgrown Tomb||4 Watery Grave||4 Hydroid Krasis||2 Temple of Mystery||4 Nissa, Who Shakes the World||4 Paradise Druid||2 Return to Nature||4 Casualties of War||""/>","<a class=""player"" href=""search?player=ACG88"">ACG88</a>"
"<input name=""c"" type=""hidden"" value=""7 Forest||7 Island||4 Breeding Pool||4 Brazen Borrower||3 Mystical Dispute||2 Castle Vantress||1 Fabled Passage||2 Lovestruck Beast||2 Chemister's Insight||2 Sinister Sabotage||3 Opt||4 Aether Gust||4 Nightpack Ambusher||2 Negate||2 Quench||4 Growth Spiral||4 Frilled Mystic||2 Hydroid Krasis||4 Temple of Mystery||1 Commence the Endgame||4 Nissa, Who Shakes the World||3 Paradise Druid||2 Return to Nature||2 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=Phill_Hellmuth"">Phill_Hellmuth</a>"
"<input name=""c"" type=""hidden"" value=""1 Disenchant||2 Island||2 Mountain||1 Plains||4 Hallowed Fountain||4 Mystical Dispute||4 Bonecrusher Giant||4 Fires of Invention||3 Castle Vantress||3 Fabled Passage||2 Kenrith, the Returned King||4 Deafening Clarion||4 Justice Strike||4 Steam Vents||3 Temple of Epiphany||2 Devout Decree||1 Aether Gust||3 Cavalier of Gales||4 Cavalier of Flame||2 Sacred Foundry||4 Tithe Taker||2 Shimmer of Possibility||4 Sphinx of Foresight||3 Temple of Triumph||4 Teferi, Time Raveler||1 Sorcerous Spyglass||""/>","<a class=""player"" href=""search?player=FloridaMun"">FloridaMun</a>"
